!19Ne (1/2+, 5/2+, 3/2+) -> 19F    e-capture   with screening effects
!USDB ,   GT+Fermi,   Q (19Ne-19F) = 3.2394 MeV 
!Experimental data are used.
!
! rhoY T mu dQ Vs e-cap-rate nu-erergy-loss gamma-energy
! g/cm^3 K erg erg erg 1/s erg/s erg/s 
  
1.000000e+07 1.412538e+09 1.875352e-06 3.151488e-08 1.235281e-08 9.088663e-02 5.423021e-07 1.680395e-08
1.000000e+07 1.584893e+09 1.856766e-06 3.076186e-08 1.235281e-08 9.046904e-02 5.414911e-07 1.963411e-08
1.000000e+07 1.778279e+09 1.833535e-06 2.997679e-08 1.235281e-08 9.028176e-02 5.429268e-07 2.246525e-08
1.000000e+07 1.995262e+09 1.804055e-06 3.127455e-08 1.235281e-08 9.034414e-02 5.465644e-07 2.527035e-08
1.000000e+07 2.238721e+09 1.766884e-06 3.069777e-08 1.235281e-08 9.084478e-02 5.542444e-07 2.810679e-08
1.000000e+07 2.511886e+09 1.720261e-06 2.747739e-08 1.235281e-08 9.187556e-02 5.669847e-07 3.104640e-08
1.000000e+07 2.818383e+09 1.661781e-06 2.658017e-08 1.235281e-08 9.338992e-02 5.844822e-07 3.412018e-08
1.000000e+07 3.162278e+09 1.588722e-06 2.568295e-08 1.235281e-08 9.560927e-02 6.089776e-07 3.747238e-08
1.000000e+07 3.548134e+09 1.498199e-06 2.475368e-08 1.235281e-08 9.869610e-02 6.426305e-07 4.127730e-08
1.000000e+07 3.981072e+09 1.387328e-06 2.382442e-08 1.235281e-08 1.031074e-01 6.893207e-07 4.584704e-08

1.000000e+07 4.466836e+09 1.254827e-06 2.289515e-08 1.235281e-08 1.095040e-01 7.556511e-07 5.164298e-08
1.000000e+08 1.000000e+07 3.893297e-06 9.696393e-08 2.555477e-08 1.401716e+00 1.033312e-05 6.365189e-09
1.000000e+08 1.584893e+07 3.893778e-06 9.664350e-08 2.555477e-08 1.401845e+00 1.033431e-05 6.366655e-09
1.000000e+08 2.511886e+07 3.894419e-06 9.617887e-08 2.555477e-08 1.401974e+00 1.033621e-05 6.368121e-09
1.000000e+08 3.981072e+07 3.894900e-06 9.557004e-08 2.555477e-08 1.402039e+00 1.033716e-05 6.369587e-09
1.000000e+08 6.309573e+07 3.894900e-06 9.475293e-08 2.555477e-08 1.400651e+00 1.032717e-05 6.362258e-09
1.000000e+08 1.000000e+08 3.894579e-06 9.366344e-08 2.555477e-08 1.398717e+00 1.031267e-05 6.353475e-09
1.000000e+08 1.122018e+08 3.894419e-06 9.332698e-08 2.555477e-08 1.398460e+00 1.031101e-05 6.353475e-09
1.000000e+08 1.258925e+08 3.894419e-06 9.299053e-08 2.555477e-08 1.398299e+00 1.031030e-05 6.353475e-09
1.000000e+08 1.412538e+08 3.894259e-06 9.260600e-08 2.555477e-08 1.398267e+00 1.031054e-05 6.353475e-09
1.000000e+08 1.584893e+08 3.894259e-06 9.222148e-08 2.555477e-08 1.398363e+00 1.031196e-05 6.354938e-09
1.000000e+08 1.778279e+08 3.894098e-06 9.178889e-08 2.555477e-08 1.398556e+00 1.031434e-05 6.357865e-09
1.000000e+08 1.995262e+08 3.893938e-06 9.132426e-08 2.555477e-08 1.398717e+00 1.031647e-05 6.362258e-09
1.000000e+08 2.238721e+08 3.893778e-06 9.084361e-08 2.555477e-08 1.399007e+00 1.031980e-05 6.375457e-09
1.000000e+08 2.511886e+08 3.893618e-06 9.033091e-08 2.555477e-08 1.399394e+00 1.032408e-05 6.412263e-09
1.000000e+08 2.818383e+08 3.893297e-06 8.977015e-08 2.555477e-08 1.399652e+00 1.032741e-05 6.517954e-09
1.000000e+08 3.162278e+08 3.892977e-06 8.917734e-08 2.555477e-08 1.400006e+00 1.033193e-05 6.803170e-09
1.000000e+08 3.548134e+08 3.892496e-06 8.855249e-08 2.555477e-08 1.400264e+00 1.033573e-05 7.487060e-09
1.000000e+08 3.981072e+08 3.892016e-06 8.787957e-08 2.555477e-08 1.400361e+00 1.033835e-05 8.964195e-09
1.000000e+08 4.466836e+08 3.891375e-06 8.717461e-08 2.555477e-08 1.399877e+00 1.033621e-05 1.186346e-08
1.000000e+08 5.011872e+08 3.890574e-06 8.642159e-08 2.555477e-08 1.398717e+00 1.032860e-05 1.706520e-08
1.000000e+08 5.623413e+08 3.889452e-06 8.562050e-08 2.555477e-08 1.396368e+00 1.031125e-05 2.565732e-08
1.000000e+08 6.309573e+08 3.888170e-06 8.477134e-08 2.555477e-08 1.392483e+00 1.028090e-05 3.883393e-08
1.000000e+08 7.079458e+08 3.886408e-06 8.387412e-08 2.555477e-08 1.386628e+00 1.023390e-05 5.754549e-08
1.000000e+08 7.943282e+08 3.884325e-06 8.292884e-08 2.555477e-08 1.378669e+00 1.016977e-05 8.245392e-08
1.000000e+08 8.912509e+08 3.881601e-06 8.193549e-08 2.555477e-08 1.368737e+00 1.008907e-05 1.135040e-07
1.000000e+08 1.000000e+09 3.878237e-06 8.089407e-08 2.555477e-08 1.357219e+00 9.995886e-06 1.500415e-07
1.000000e+08 1.122018e+09 3.873911e-06 7.978856e-08 2.555477e-08 1.344714e+00 9.895353e-06 1.907310e-07
1.000000e+08 1.258925e+09 3.868624e-06 7.863499e-08 2.555477e-08 1.332018e+00 9.795606e-06 2.340892e-07
1.000000e+08 1.412538e+09 3.861895e-06 7.741734e-08 2.555477e-08 1.319958e+00 9.703565e-06 2.785296e-07
1.000000e+08 1.584893e+09 3.853563e-06 7.615162e-08 2.555477e-08 1.309333e+00 9.627451e-06 3.227761e-07
1.000000e+08 1.778279e+09 3.842829e-06 7.482181e-08 2.555477e-08 1.300768e+00 9.573512e-06 3.658906e-07
1.000000e+08 1.995262e+09 3.829370e-06 7.344393e-08 2.555477e-08 1.294911e+00 9.548635e-06 4.074472e-07
1.000000e+08 2.238721e+09 3.812548e-06 7.200197e-08 2.555477e-08 1.292439e+00 9.560515e-06 4.474673e-07
1.000000e+08 2.511886e+09 3.791399e-06 7.051194e-08 2.555477e-08 1.293957e+00 9.616816e-06 4.864199e-07
1.000000e+08 2.818383e+09 3.764642e-06 6.895783e-08 2.555477e-08 1.300080e+00 9.725710e-06 5.250266e-07
1.000000e+08 3.162278e+09 3.730997e-06 6.735565e-08 2.555477e-08 1.311807e+00 9.900823e-06 5.644836e-07
1.000000e+08 3.548134e+09 3.688539e-06 6.570540e-08 2.555477e-08 1.330087e+00 1.015620e-05 6.061656e-07
1.000000e+08 3.981072e+09 3.635186e-06 6.400709e-08 2.555477e-08 1.356407e+00 1.051287e-05 6.519005e-07

1.000000e+08 4.466836e+09 3.568215e-06 6.695510e-08 2.555477e-08 1.390657e+00 1.097669e-05 7.026213e-07
1.047129e+08 1.000000e+07 3.961550e-06 9.848600e-08 2.593929e-08 1.493551e+00 1.108438e-05 6.907348e-09
1.047129e+08 1.584893e+07 3.959948e-06 9.814955e-08 2.593929e-08 1.493757e+00 1.108616e-05 6.908938e-09
1.047129e+08 2.511886e+07 3.957545e-06 9.768491e-08 2.593929e-08 1.493654e+00 1.108591e-05 6.908938e-09
1.047129e+08 3.981072e+07 3.954981e-06 9.707609e-08 2.593929e-08 1.490390e+00 1.105990e-05 6.889874e-09
1.047129e+08 6.309573e+07 3.953219e-06 9.625897e-08 2.593929e-08 1.484636e+00 1.101390e-05 6.858218e-09
1.047129e+08 1.000000e+08 3.952258e-06 9.515347e-08 2.593929e-08 1.481051e+00 1.098579e-05 6.839295e-09
1.047129e+08 1.122018e+08 3.952258e-06 9.481701e-08 2.593929e-08 1.480778e+00 1.098377e-05 6.837720e-09
1.047129e+08 1.258925e+08 3.952097e-06 9.446453e-08 2.593929e-08 1.480505e+00 1.098225e-05 6.837720e-09
1.047129e+08 1.412538e+08 3.951937e-06 9.409603e-08 2.593929e-08 1.480471e+00 1.098276e-05 6.837720e-09
1.047129e+08 1.584893e+08 3.951937e-06 9.369549e-08 2.593929e-08 1.480574e+00 1.098427e-05 6.840870e-09
1.047129e+08 1.778279e+08 3.951777e-06 9.326290e-08 2.593929e-08 1.480778e+00 1.098655e-05 6.844021e-09
1.047129e+08 1.995262e+08 3.951617e-06 9.279827e-08 2.593929e-08 1.480983e+00 1.098908e-05 6.848750e-09
1.047129e+08 2.238721e+08 3.951457e-06 9.231761e-08 2.593929e-08 1.481290e+00 1.099262e-05 6.861377e-09
1.047129e+08 2.511886e+08 3.951136e-06 9.178889e-08 2.593929e-08 1.481563e+00 1.099617e-05 6.899400e-09
1.047129e+08 2.818383e+08 3.950976e-06 9.122813e-08 2.593929e-08 1.481938e+00 1.100072e-05 7.013121e-09
1.047129e+08 3.162278e+08 3.950655e-06 9.063532e-08 2.593929e-08 1.482313e+00 1.100503e-05 7.316634e-09
1.047129e+08 3.548134e+08 3.950175e-06 9.001047e-08 2.593929e-08 1.482586e+00 1.100909e-05 8.042875e-09
1.047129e+08 3.981072e+08 3.949694e-06 8.933756e-08 2.593929e-08 1.482655e+00 1.101162e-05 9.611946e-09
1.047129e+08 4.466836e+08 3.949053e-06 8.861658e-08 2.593929e-08 1.482211e+00 1.101010e-05 1.269145e-08
1.047129e+08 5.011872e+08 3.948252e-06 8.786355e-08 2.593929e-08 1.480880e+00 1.100098e-05 1.821845e-08
1.047129e+08 5.623413e+08 3.947131e-06 8.706246e-08 2.593929e-08 1.478495e+00 1.098301e-05 2.734710e-08
1.047129e+08 6.309573e+08 3.945849e-06 8.619728e-08 2.593929e-08 1.474212e+00 1.094942e-05 4.134389e-08
1.047129e+08 7.079458e+08 3.944247e-06 8.530006e-08 2.593929e-08 1.468081e+00 1.089987e-05 6.123663e-08
1.047129e+08 7.943282e+08 3.942164e-06 8.435478e-08 2.593929e-08 1.459755e+00 1.083207e-05 8.770237e-08
1.047129e+08 8.912509e+08 3.939440e-06 8.334540e-08 2.593929e-08 1.449172e+00 1.074562e-05 1.206733e-07
1.047129e+08 1.000000e+09 3.936076e-06 8.228796e-08 2.593929e-08 1.437044e+00 1.064661e-05 1.594819e-07
1.047129e+08 1.122018e+09 3.931910e-06 8.118246e-08 2.593929e-08 1.423803e+00 1.053977e-05 2.027269e-07
1.047129e+08 1.258925e+09 3.926783e-06 8.001287e-08 2.593929e-08 1.410393e+00 1.043305e-05 2.487719e-07
1.047129e+08 1.412538e+09 3.920054e-06 7.877919e-08 2.593929e-08 1.397559e+00 1.033454e-05 2.959520e-07
1.047129e+08 1.584893e+09 3.911722e-06 7.749745e-08 2.593929e-08 1.386181e+00 1.025206e-05 3.429030e-07
1.047129e+08 1.778279e+09 3.901308e-06 7.616764e-08 2.593929e-08 1.377051e+00 1.019345e-05 3.886434e-07
1.047129e+08 1.995262e+09 3.888010e-06 7.475772e-08 2.593929e-08 1.370819e+00 1.016603e-05 4.327243e-07
1.047129e+08 2.238721e+09 3.871508e-06 7.331576e-08 2.593929e-08 1.368044e+00 1.017657e-05 4.751287e-07
1.047129e+08 2.511886e+09 3.850519e-06 7.180971e-08 2.593929e-08 1.369336e+00 1.023296e-05 5.162990e-07
1.047129e+08 2.818383e+09 3.824243e-06 7.023957e-08 2.593929e-08 1.375656e+00 1.034669e-05 5.571489e-07
1.047129e+08 3.162278e+09 3.791078e-06 6.862137e-08 2.593929e-08 1.387714e+00 1.052837e-05 5.987855e-07
1.047129e+08 3.548134e+09 3.749261e-06 6.695510e-08 2.593929e-08 1.406630e+00 1.079472e-05 6.427192e-07
1.047129e+08 3.981072e+09 3.696870e-06 6.522475e-08 2.593929e-08 1.433970e+00 1.116738e-05 6.908461e-07

1.047129e+08 4.466836e+09 3.630860e-06 6.815674e-08 2.593929e-08 1.469468e+00 1.165149e-05 7.441171e-07
1.096478e+08 1.000000e+07 4.011699e-06 1.000081e-07 2.633984e-08 1.589242e+00 1.187275e-05 7.483613e-09
1.096478e+08 1.584893e+07 4.011699e-06 9.967162e-08 2.633984e-08 1.586427e+00 1.184981e-05 7.466401e-09
1.096478e+08 2.511886e+07 4.011378e-06 9.922301e-08 2.633984e-08 1.580338e+00 1.179998e-05 7.430385e-09
1.096478e+08 3.981072e+07 4.011218e-06 9.859816e-08 2.633984e-08 1.573729e+00 1.174604e-05 7.391138e-09
1.096478e+08 6.309573e+07 4.010897e-06 9.776502e-08 2.633984e-08 1.569315e+00 1.171066e-05 7.365654e-09
1.096478e+08 1.000000e+08 4.010737e-06 9.665952e-08 2.633984e-08 1.567581e+00 1.169799e-05 7.358873e-09
1.096478e+08 1.122018e+08 4.010737e-06 9.633908e-08 2.633984e-08 1.567581e+00 1.169826e-05 7.358873e-09
1.096478e+08 1.258925e+08 4.010577e-06 9.598660e-08 2.633984e-08 1.567545e+00 1.169853e-05 7.360568e-09
1.096478e+08 1.412538e+08 4.010577e-06 9.560208e-08 2.633984e-08 1.567617e+00 1.169961e-05 7.362263e-09
1.096478e+08 1.584893e+08 4.010417e-06 9.520154e-08 2.633984e-08 1.567762e+00 1.170176e-05 7.363958e-09
1.096478e+08 1.778279e+08 4.010257e-06 9.476895e-08 2.633984e-08 1.568014e+00 1.170473e-05 7.367350e-09
1.096478e+08 1.995262e+08 4.010096e-06 9.430431e-08 2.633984e-08 1.568231e+00 1.170742e-05 7.372441e-09
1.096478e+08 2.238721e+08 4.009936e-06 9.380764e-08 2.633984e-08 1.568520e+00 1.171093e-05 7.386034e-09
1.096478e+08 2.511886e+08 4.009776e-06 9.327892e-08 2.633984e-08 1.568953e+00 1.171578e-05 7.428674e-09
1.096478e+08 2.818383e+08 4.009455e-06 9.271816e-08 2.633984e-08 1.569242e+00 1.171956e-05 7.547642e-09
1.096478e+08 3.162278e+08 4.009135e-06 9.212535e-08 2.633984e-08 1.569604e+00 1.172415e-05 7.870663e-09
1.096478e+08 3.548134e+08 4.008815e-06 9.148448e-08 2.633984e-08 1.569893e+00 1.172820e-05 8.641941e-09
1.096478e+08 3.981072e+08 4.008334e-06 9.081156e-08 2.633984e-08 1.569929e+00 1.173090e-05 1.030888e-08
1.096478e+08 4.466836e+08 4.007693e-06 9.009058e-08 2.633984e-08 1.569459e+00 1.172901e-05 1.358349e-08
1.096478e+08 5.011872e+08 4.006892e-06 8.932154e-08 2.633984e-08 1.568123e+00 1.172010e-05 1.945859e-08
1.096478e+08 5.623413e+08 4.005770e-06 8.852045e-08 2.633984e-08 1.565453e+00 1.169961e-05 2.915488e-08
1.096478e+08 6.309573e+08 4.004489e-06 8.765527e-08 2.633984e-08 1.561169e+00 1.166544e-05 4.403635e-08
1.096478e+08 7.079458e+08 4.002887e-06 8.674203e-08 2.633984e-08 1.554641e+00 1.161238e-05 6.516454e-08
1.096478e+08 7.943282e+08 4.000804e-06 8.578072e-08 2.633984e-08 1.545646e+00 1.153882e-05 9.328489e-08
1.096478e+08 8.912509e+08 3.998240e-06 8.477134e-08 2.633984e-08 1.534652e+00 1.144804e-05 1.283546e-07
1.096478e+08 1.000000e+09 3.994876e-06 8.371390e-08 2.633984e-08 1.521738e+00 1.134178e-05 1.695709e-07
1.096478e+08 1.122018e+09 3.990870e-06 8.259238e-08 2.633984e-08 1.507752e+00 1.122797e-05 2.155070e-07
1.096478e+08 1.258925e+09 3.985743e-06 8.140677e-08 2.633984e-08 1.493516e+00 1.111402e-05 2.644182e-07
1.096478e+08 1.412538e+09 3.979174e-06 8.017309e-08 2.633984e-08 1.479892e+00 1.100833e-05 3.145150e-07
1.096478e+08 1.584893e+09 3.971003e-06 7.887532e-08 2.633984e-08 1.467844e+00 1.091997e-05 3.643689e-07
1.096478e+08 1.778279e+09 3.960589e-06 7.752949e-08 2.633984e-08 1.458143e+00 1.085679e-05 4.129156e-07
1.096478e+08 1.995262e+09 3.947611e-06 7.611957e-08 2.633984e-08 1.451343e+00 1.082558e-05 4.596437e-07
1.096478e+08 2.238721e+09 3.931269e-06 7.464557e-08 2.633984e-08 1.448238e+00 1.083456e-05 5.045699e-07
1.096478e+08 2.511886e+09 3.910601e-06 7.312350e-08 2.633984e-08 1.449439e+00 1.089209e-05 5.481650e-07
1.096478e+08 2.818383e+09 3.884806e-06 7.153734e-08 2.633984e-08 1.455861e+00 1.100959e-05 5.913455e-07
1.096478e+08 3.162278e+09 3.852121e-06 6.990311e-08 2.633984e-08 1.468216e+00 1.119854e-05 6.352890e-07
1.096478e+08 3.548134e+09 3.810945e-06 6.822082e-08 2.633984e-08 1.487819e+00 1.147628e-05 6.816184e-07
1.096478e+08 3.981072e+09 3.759355e-06 6.647445e-08 2.633984e-08 1.516212e+00 1.186564e-05 7.322870e-07

1.096478e+08 4.466836e+09 3.694307e-06 6.939042e-08 2.633984e-08 1.553066e+00 1.237119e-05 7.882451e-07
1.148154e+08 1.000000e+07 4.061847e-06 1.015622e-07 2.672436e-08 1.622856e+00 1.214986e-05 7.686193e-09
1.148154e+08 1.584893e+07 4.063128e-06 1.012257e-07 2.672436e-08 1.626260e+00 1.217871e-05 7.707460e-09
1.148154e+08 2.511886e+07 4.065051e-06 1.007771e-07 2.672436e-08 1.637872e+00 1.227613e-05 7.780568e-09
1.148154e+08 3.981072e+07 4.067454e-06 1.001523e-07 2.672436e-08 1.651049e+00 1.238658e-05 7.863417e-09
1.148154e+08 6.309573e+07 4.069217e-06 9.931914e-08 2.672436e-08 1.657105e+00 1.243802e-05 7.901532e-09
1.148154e+08 1.000000e+08 4.070018e-06 9.819761e-08 2.672436e-08 1.659205e+00 1.245722e-05 7.917924e-09
1.148154e+08 1.122018e+08 4.070018e-06 9.787718e-08 2.672436e-08 1.659549e+00 1.246067e-05 7.921571e-09
1.148154e+08 1.258925e+08 4.070018e-06 9.752470e-08 2.672436e-08 1.659816e+00 1.246325e-05 7.923395e-09
1.148154e+08 1.412538e+08 4.070018e-06 9.714017e-08 2.672436e-08 1.659969e+00 1.246526e-05 7.925220e-09
1.148154e+08 1.584893e+08 4.070018e-06 9.672361e-08 2.672436e-08 1.660351e+00 1.246899e-05 7.928870e-09
1.148154e+08 1.778279e+08 4.069858e-06 9.629102e-08 2.672436e-08 1.660504e+00 1.247129e-05 7.932522e-09
1.148154e+08 1.995262e+08 4.069697e-06 9.582639e-08 2.672436e-08 1.660887e+00 1.247560e-05 7.939832e-09
1.148154e+08 2.238721e+08 4.069537e-06 9.532971e-08 2.672436e-08 1.661231e+00 1.247933e-05 7.954471e-09
1.148154e+08 2.511886e+08 4.069217e-06 9.480099e-08 2.672436e-08 1.661537e+00 1.248335e-05 7.998551e-09
1.148154e+08 2.818383e+08 4.069057e-06 9.424023e-08 2.672436e-08 1.661958e+00 1.248824e-05 8.126645e-09
1.148154e+08 3.162278e+08 4.068736e-06 9.363140e-08 2.672436e-08 1.662302e+00 1.249313e-05 8.468594e-09
1.148154e+08 3.548134e+08 4.068255e-06 9.299053e-08 2.672436e-08 1.662609e+00 1.249745e-05 9.287767e-09
1.148154e+08 3.981072e+08 4.067775e-06 9.230159e-08 2.672436e-08 1.662647e+00 1.250004e-05 1.106143e-08
1.148154e+08 4.466836e+08 4.067134e-06 9.158061e-08 2.672436e-08 1.662111e+00 1.249773e-05 1.454157e-08
1.148154e+08 5.011872e+08 4.066493e-06 9.081156e-08 2.672436e-08 1.660810e+00 1.248910e-05 2.078793e-08
1.148154e+08 5.623413e+08 4.065372e-06 8.999445e-08 2.672436e-08 1.657945e+00 1.246698e-05 3.109649e-08
1.148154e+08 6.309573e+08 4.064090e-06 8.912927e-08 2.672436e-08 1.653256e+00 1.242915e-05 4.691496e-08
1.148154e+08 7.079458e+08 4.062488e-06 8.821603e-08 2.672436e-08 1.646418e+00 1.237346e-05 6.937633e-08
1.148154e+08 7.943282e+08 4.060405e-06 8.725472e-08 2.672436e-08 1.637005e+00 1.229564e-05 9.926846e-08
1.148154e+08 8.912509e+08 4.057841e-06 8.622933e-08 2.672436e-08 1.625287e+00 1.219836e-05 1.365247e-07
1.148154e+08 1.000000e+09 4.054797e-06 8.515587e-08 2.672436e-08 1.611684e+00 1.208541e-05 1.803272e-07
1.148154e+08 1.122018e+09 4.050631e-06 8.401832e-08 2.672436e-08 1.596798e+00 1.196303e-05 2.291244e-07
1.148154e+08 1.258925e+09 4.045504e-06 8.283271e-08 2.672436e-08 1.581721e+00 1.184135e-05 2.810809e-07
1.148154e+08 1.412538e+09 4.039096e-06 8.158301e-08 2.672436e-08 1.567364e+00 1.172901e-05 3.343115e-07
1.148154e+08 1.584893e+09 4.031085e-06 8.026922e-08 2.672436e-08 1.554497e+00 1.163352e-05 3.872321e-07
1.148154e+08 1.778279e+09 4.020831e-06 7.890737e-08 2.672436e-08 1.544152e+00 1.156515e-05 4.387643e-07
1.148154e+08 1.995262e+09 4.008174e-06 7.748142e-08 2.672436e-08 1.536916e+00 1.153085e-05 4.883501e-07
1.148154e+08 2.238721e+09 3.991992e-06 7.600742e-08 2.672436e-08 1.533451e+00 1.153829e-05 5.359710e-07
1.148154e+08 2.511886e+09 3.971644e-06 7.446933e-08 2.672436e-08 1.534511e+00 1.159688e-05 5.821318e-07
1.148154e+08 2.818383e+09 3.946169e-06 7.286715e-08 2.672436e-08 1.540920e+00 1.171767e-05 6.277711e-07
1.148154e+08 3.162278e+09 3.913966e-06 7.120088e-08 2.672436e-08 1.553639e+00 1.191383e-05 6.741574e-07
1.148154e+08 3.548134e+09 3.873591e-06 6.950257e-08 2.672436e-08 1.573983e+00 1.220397e-05 7.230050e-07
1.148154e+08 3.981072e+09 3.822641e-06 6.774017e-08 2.672436e-08 1.603356e+00 1.260989e-05 7.763031e-07

1.148154e+08 4.466836e+09 3.758554e-06 7.062409e-08 2.672436e-08 1.641648e+00 1.313806e-05 8.351247e-07
1.202264e+08 1.000000e+07 4.131221e-06 1.031483e-07 2.714093e-08 1.735681e+00 1.308945e-05 8.385159e-09
1.202264e+08 1.584893e+07 4.131061e-06 1.028119e-07 2.714093e-08 1.742609e+00 1.314775e-05 8.427743e-09
1.202264e+08 2.511886e+07 4.130901e-06 1.023473e-07 2.714093e-08 1.747833e+00 1.319232e-05 8.462746e-09
1.202264e+08 3.981072e+07 4.130740e-06 1.017224e-07 2.714093e-08 1.752226e+00 1.323035e-05 8.492026e-09
1.202264e+08 6.309573e+07 4.130580e-06 1.008893e-07 2.714093e-08 1.755335e+00 1.325749e-05 8.513562e-09
1.202264e+08 1.000000e+08 4.130580e-06 9.976775e-08 2.714093e-08 1.757317e+00 1.327582e-05 8.529259e-09
1.202264e+08 1.122018e+08 4.130580e-06 9.943129e-08 2.714093e-08 1.757559e+00 1.327857e-05 8.531223e-09
1.202264e+08 1.258925e+08 4.130580e-06 9.907881e-08 2.714093e-08 1.757964e+00 1.328255e-05 8.535153e-09
1.202264e+08 1.412538e+08 4.130420e-06 9.869429e-08 2.714093e-08 1.758247e+00 1.328530e-05 8.537118e-09
1.202264e+08 1.584893e+08 4.130420e-06 9.827772e-08 2.714093e-08 1.758531e+00 1.328866e-05 8.541051e-09
1.202264e+08 1.778279e+08 4.130260e-06 9.784513e-08 2.714093e-08 1.758855e+00 1.329264e-05 8.544985e-09
1.202264e+08 1.995262e+08 4.130100e-06 9.738050e-08 2.714093e-08 1.759138e+00 1.329570e-05 8.550890e-09
1.202264e+08 2.238721e+08 4.130100e-06 9.686780e-08 2.714093e-08 1.759624e+00 1.330121e-05 8.568628e-09
1.202264e+08 2.511886e+08 4.129779e-06 9.633908e-08 2.714093e-08 1.759949e+00 1.330520e-05 8.614128e-09
1.202264e+08 2.818383e+08 4.129619e-06 9.577832e-08 2.714093e-08 1.760394e+00 1.331041e-05 8.752081e-09
1.202264e+08 3.162278e+08 4.129299e-06 9.516949e-08 2.714093e-08 1.760800e+00 1.331562e-05 9.114048e-09
1.202264e+08 3.548134e+08 4.128818e-06 9.451260e-08 2.714093e-08 1.761084e+00 1.331991e-05 9.986454e-09
1.202264e+08 3.981072e+08 4.128337e-06 9.382366e-08 2.714093e-08 1.761084e+00 1.332236e-05 1.187166e-08
